transaction_id,transaction_type,merchant_category,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000053105,P2M,Utilities,Android,4G,10,Wednesday,0
TXN0000053109,P2M,Healthcare,Android,4G,12,Sunday,1
TXN0000053300,P2M,Entertainment,iOS,4G,16,Wednesday,0
TXN0000053330,P2P,Food,iOS,5G,23,Wednesday,0
TXN0000053418,P2P,Transport,Android,4G,11,Thursday,0
TXN0000053618,P2M,Fuel,Web,5G,12,Thursday,0
TXN0000053651,P2M,Grocery,Android,5G,12,Thursday,0
TXN0000053682,P2P,Fuel,Android,4G,22,Sunday,1
TXN0000053707,P2P,Food,Android,WiFi,21,Saturday,1
TXN0000053911,P2M,Entertainment,Android,4G,22,Sunday,1
TXN0000054028,P2P,Transport,Android,WiFi,12,Tuesday,0
TXN0000054201,P2P,Fuel,Android,WiFi,17,Sunday,1
TXN0000054421,P2P,Grocery,Android,5G,12,Tuesday,0
TXN0000054520,Recharge,Food,Android,WiFi,20,Sunday,1
TXN0000054550,P2P,Fuel,Android,4G,20,Monday,0
TXN0000054835,Bill Payment,Grocery,iOS,3G,15,Wednesday,0
TXN0000054846,P2P,Fuel,iOS,WiFi,19,Saturday,1
TXN0000054904,Recharge,Grocery,Android,4G,21,Monday,0
TXN0000055025,P2P,Utilities,Android,5G,10,Sunday,1
TXN0000055182,P2M,Food,Android,4G,14,Friday,0
TXN0000055303,P2M,Grocery,Android,5G,19,Friday,0
TXN0000055392,P2M,Healthcare,Android,4G,19,Sunday,1
TXN0000055625,P2P,Shopping,Android,4G,18,Wednesday,0
TXN0000055724,Bill Payment,Grocery,Android,4G,13,Thursday,0
TXN0000055772,P2P,Grocery,iOS,WiFi,8,Monday,0
TXN0000055780,Bill Payment,Utilities,Android,4G,9,Sunday,1
TXN0000055971,P2M,Utilities,Android,4G,18,Friday,0
TXN0000055975,P2P,Education,Android,4G,16,Monday,0
TXN0000056138,P2M,Utilities,Android,4G,8,Saturday,1
TXN0000056181,P2M,Food,iOS,4G,12,Tuesday,0
TXN0000056245,P2M,Fuel,Web,5G,18,Wednesday,0
TXN0000056256,P2P,Food,Web,4G,12,Tuesday,0
TXN0000056312,P2M,Education,iOS,WiFi,15,Friday,0
TXN0000056352,Bill Payment,Education,iOS,4G,7,Monday,0
TXN0000056368,P2P,Grocery,Android,4G,14,Tuesday,0
TXN0000056512,P2M,Healthcare,Android,WiFi,14,Thursday,0
TXN0000056607,P2P,Shopping,Android,4G,16,Tuesday,0
TXN0000056980,P2M,Shopping,Android,4G,18,Sunday,1
TXN0000057117,P2P,Fuel,Android,3G,20,Tuesday,0
TXN0000057182,P2P,Transport,Web,5G,21,Monday,0
TXN0000057237,P2P,Food,Android,5G,20,Saturday,1
TXN0000057259,P2P,Entertainment,Android,3G,8,Tuesday,0
TXN0000057359,P2M,Other,Android,4G,21,Saturday,1
TXN0000057525,Bill Payment,Healthcare,Android,4G,11,Tuesday,0
TXN0000058129,P2P,Entertainment,Android,5G,16,Wednesday,0
TXN0000058137,P2M,Other,Android,5G,0,Sunday,1
TXN0000058238,P2P,Transport,Android,WiFi,18,Monday,0
TXN0000058299,P2M,Food,iOS,4G,19,Tuesday,0
TXN0000058338,P2P,Shopping,Android,5G,21,Wednesday,0
TXN0000058447,P2M,Shopping,Web,5G,13,Friday,0
TXN0000058579,P2M,Grocery,Android,4G,21,Saturday,1
TXN0000058816,P2M,Entertainment,Android,4G,2,Monday,0
TXN0000059009,P2P,Transport,Android,4G,14,Thursday,0
TXN0000059036,Bill Payment,Other,iOS,3G,17,Sunday,1
TXN0000059353,P2M,Shopping,Android,3G,17,Wednesday,0
TXN0000059410,Recharge,Healthcare,Android,5G,22,Monday,0
TXN0000059550,P2M,Grocery,Android,4G,12,Thursday,0
TXN0000059574,P2M,Shopping,Android,4G,21,Saturday,1
TXN0000060026,P2P,Grocery,Android,4G,5,Saturday,1
TXN0000060036,Bill Payment,Other,iOS,3G,20,Saturday,1
TXN0000060463,P2M,Utilities,Android,4G,17,Saturday,1
TXN0000060648,Bill Payment,Other,Android,4G,12,Tuesday,0
TXN0000060673,P2P,Food,Android,4G,14,Tuesday,0
TXN0000060728,P2P,Other,iOS,4G,16,Thursday,0
TXN0000060746,P2P,Grocery,Web,4G,12,Saturday,1
TXN0000060787,P2M,Utilities,Android,3G,20,Thursday,0
TXN0000060814,P2M,Fuel,Android,5G,14,Tuesday,0
TXN0000060903,P2M,Fuel,Web,5G,15,Monday,0
TXN0000060961,P2P,Food,Android,4G,20,Sunday,1
TXN0000061508,P2M,Food,iOS,WiFi,3,Tuesday,0
TXN0000061815,P2M,Healthcare,Android,5G,12,Monday,0
TXN0000061891,P2M,Food,Android,WiFi,6,Wednesday,0
TXN0000062048,P2P,Grocery,Android,5G,19,Friday,0
TXN0000062085,P2M,Other,iOS,5G,20,Sunday,1
TXN0000062171,P2M,Healthcare,Android,4G,17,Monday,0
TXN0000062463,P2P,Food,Web,WiFi,12,Friday,0
TXN0000062548,P2P,Entertainment,Android,5G,20,Sunday,1
TXN0000062867,P2P,Transport,Android,4G,8,Friday,0
TXN0000063009,P2P,Fuel,iOS,4G,17,Monday,0
TXN0000063035,P2P,Fuel,Android,5G,18,Sunday,1
TXN0000063094,P2P,Fuel,Web,4G,20,Sunday,1
TXN0000063098,P2P,Grocery,Android,WiFi,16,Thursday,0
TXN0000063146,P2P,Grocery,iOS,5G,13,Wednesday,0
TXN0000063223,P2P,Food,Android,4G,19,Friday,0
TXN0000063375,P2P,Shopping,Android,WiFi,11,Sunday,1
TXN0000063772,P2M,Fuel,Android,4G,9,Sunday,1
TXN0000063874,P2P,Education,Android,4G,13,Saturday,1
TXN0000064036,P2P,Grocery,iOS,5G,17,Friday,0
TXN0000064073,Bill Payment,Grocery,iOS,4G,10,Thursday,0
TXN0000064159,P2M,Entertainment,Android,4G,13,Sunday,1
TXN0000064186,P2P,Entertainment,Android,3G,0,Friday,0
TXN0000064258,P2P,Grocery,iOS,4G,18,Friday,0
TXN0000064438,P2P,Education,Android,WiFi,17,Saturday,1
TXN0000064789,P2P,Entertainment,Android,5G,19,Saturday,1
TXN0000064870,Bill Payment,Utilities,Android,5G,8,Tuesday,0
TXN0000064914,P2P,Entertainment,iOS,4G,20,Saturday,1
TXN0000064940,P2P,Transport,iOS,WiFi,11,Tuesday,0
TXN0000064970,P2P,Grocery,Android,4G,8,Monday,0
TXN0000065173,P2P,Shopping,Android,4G,18,Sunday,1
TXN0000065610,P2P,Shopping,Android,5G,21,Saturday,1
TXN0000065699,Bill Payment,Utilities,Android,4G,21,Saturday,1
TXN0000065708,Bill Payment,Other,Android,4G,11,Tuesday,0
TXN0000065758,Recharge,Entertainment,Android,5G,16,Sunday,1
TXN0000065855,P2M,Grocery,iOS,4G,21,Tuesday,0
TXN0000065906,P2M,Other,Android,5G,15,Saturday,1
TXN0000065932,P2P,Fuel,Android,5G,19,Saturday,1
TXN0000066326,P2M,Transport,Android,4G,15,Wednesday,0
TXN0000066330,P2M,Shopping,iOS,4G,8,Saturday,1
TXN0000066379,P2M,Shopping,Android,4G,18,Friday,0
TXN0000066401,Recharge,Transport,Android,4G,18,Saturday,1
TXN0000066530,P2P,Grocery,iOS,4G,21,Wednesday,0
TXN0000066586,P2P,Shopping,Android,4G,21,Thursday,0
TXN0000066722,P2M,Shopping,Android,5G,17,Saturday,1
TXN0000066825,P2M,Food,Android,4G,22,Thursday,0
TXN0000066854,P2P,Grocery,Android,5G,3,Monday,0
TXN0000066935,P2P,Grocery,Android,4G,16,Friday,0
TXN0000067045,P2M,Grocery,Android,WiFi,7,Wednesday,0
TXN0000067150,P2M,Grocery,Android,5G,17,Wednesday,0
TXN0000067227,P2P,Entertainment,Android,5G,12,Tuesday,0
TXN0000067322,P2P,Other,Android,5G,18,Tuesday,0
TXN0000067503,P2P,Grocery,iOS,4G,12,Tuesday,0
TXN0000067942,Bill Payment,Shopping,Android,5G,15,Monday,0
TXN0000068061,P2M,Grocery,Android,5G,19,Sunday,1
TXN0000068068,P2P,Grocery,Android,4G,12,Sunday,1
TXN0000068075,P2P,Utilities,Android,5G,23,Tuesday,0
TXN0000068105,Bill Payment,Grocery,Android,4G,19,Thursday,0
TXN0000068239,P2M,Entertainment,Android,3G,10,Monday,0
TXN0000068332,P2P,Fuel,Android,5G,18,Sunday,1
TXN0000068529,P2M,Grocery,Android,5G,10,Wednesday,0
TXN0000068610,P2M,Transport,Android,4G,19,Tuesday,0
TXN0000068963,P2M,Grocery,Android,5G,9,Thursday,0
TXN0000069509,P2P,Grocery,Android,4G,17,Monday,0
TXN0000069583,P2P,Entertainment,Android,4G,12,Saturday,1
TXN0000069585,P2M,Healthcare,iOS,5G,12,Wednesday,0
TXN0000070005,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000070074,P2P,Grocery,Android,4G,13,Friday,0
TXN0000070138,P2M,Shopping,Android,5G,11,Friday,0
TXN0000070140,P2P,Fuel,Android,4G,10,Saturday,1
TXN0000070268,P2P,Other,iOS,5G,5,Thursday,0
TXN0000070297,P2P,Shopping,Android,4G,19,Sunday,1
TXN0000070356,P2P,Entertainment,Android,WiFi,12,Tuesday,0
TXN0000070426,Recharge,Grocery,iOS,4G,11,Friday,0
TXN0000070535,P2P,Grocery,Android,WiFi,12,Monday,0
TXN0000070839,P2P,Shopping,Android,5G,10,Wednesday,0
TXN0000070901,P2P,Entertainment,Android,WiFi,11,Saturday,1
TXN0000071131,P2P,Education,iOS,5G,8,Friday,0
TXN0000071255,Recharge,Healthcare,Android,4G,23,Sunday,1
TXN0000071336,P2M,Grocery,Android,4G,15,Sunday,1
TXN0000071453,P2P,Grocery,Android,4G,0,Thursday,0
TXN0000071488,P2P,Shopping,Android,3G,11,Monday,0
TXN0000071605,P2P,Grocery,Android,5G,17,Saturday,1
TXN0000071654,P2P,Entertainment,Android,4G,13,Saturday,1
TXN0000071850,P2P,Other,Android,5G,21,Tuesday,0
TXN0000071966,P2P,Utilities,Android,4G,19,Wednesday,0
TXN0000072157,P2P,Utilities,Android,4G,19,Sunday,1
TXN0000072209,Bill Payment,Other,Web,4G,14,Wednesday,0
TXN0000072377,Recharge,Fuel,Android,5G,13,Friday,0
TXN0000072547,P2M,Grocery,Android,4G,11,Monday,0
TXN0000072675,P2P,Shopping,Android,5G,22,Friday,0
TXN0000073123,P2M,Utilities,Android,4G,18,Friday,0
TXN0000073226,Bill Payment,Shopping,Android,4G,13,Friday,0
TXN0000073246,P2M,Other,Android,4G,19,Saturday,1
TXN0000073585,P2M,Other,Android,5G,13,Monday,0
TXN0000073805,P2M,Other,Android,4G,20,Sunday,1
TXN0000073925,Bill Payment,Healthcare,Android,4G,19,Thursday,0
TXN0000074013,P2M,Transport,Android,4G,20,Monday,0
TXN0000074076,Bill Payment,Grocery,Android,4G,0,Wednesday,0
TXN0000074318,P2M,Grocery,Android,5G,13,Sunday,1
TXN0000074352,Recharge,Grocery,Android,4G,21,Friday,0
TXN0000074353,P2P,Other,Android,4G,14,Thursday,0
TXN0000074516,P2P,Grocery,Android,4G,1,Friday,0
TXN0000074622,P2P,Fuel,iOS,4G,17,Monday,0
TXN0000074627,P2P,Shopping,Android,WiFi,17,Friday,0
TXN0000074818,Bill Payment,Other,Android,5G,9,Saturday,1
TXN0000074988,P2M,Transport,Android,4G,14,Sunday,1
TXN0000075006,P2P,Shopping,Android,WiFi,15,Tuesday,0
TXN0000075106,P2P,Shopping,Android,4G,18,Tuesday,0
TXN0000075474,Bill Payment,Utilities,Android,4G,10,Wednesday,0
TXN0000075489,P2M,Transport,Android,4G,18,Saturday,1
TXN0000075660,Bill Payment,Utilities,Android,5G,12,Saturday,1
TXN0000075960,P2P,Fuel,Android,WiFi,17,Monday,0
TXN0000076296,Bill Payment,Food,Android,4G,5,Monday,0
TXN0000076424,P2M,Grocery,Android,4G,9,Sunday,1
TXN0000076473,P2M,Utilities,Android,4G,11,Monday,0
TXN0000076559,P2M,Fuel,Android,4G,11,Wednesday,0
TXN0000076650,P2P,Food,Android,5G,15,Saturday,1
TXN0000076687,P2P,Food,Android,3G,14,Monday,0
TXN0000076859,P2P,Utilities,Android,5G,12,Sunday,1
TXN0000077095,P2M,Other,iOS,4G,11,Saturday,1
TXN0000077203,P2P,Healthcare,Android,WiFi,0,Sunday,1
TXN0000077298,P2P,Transport,Android,3G,18,Saturday,1
TXN0000077432,Recharge,Entertainment,Android,5G,3,Sunday,1
TXN0000077444,P2P,Healthcare,Android,4G,18,Tuesday,0
TXN0000077453,P2P,Utilities,Android,4G,19,Monday,0
TXN0000077845,P2P,Shopping,Android,4G,22,Monday,0
TXN0000077888,Bill Payment,Transport,Android,WiFi,18,Wednesday,0
TXN0000077954,P2M,Transport,Android,4G,11,Monday,0
TXN0000078064,P2P,Grocery,Android,3G,18,Saturday,1
TXN0000078185,P2P,Fuel,Android,4G,12,Thursday,0
TXN0000078315,Bill Payment,Other,iOS,4G,21,Friday,0
TXN0000078331,P2P,Grocery,Android,4G,21,Monday,0
TXN0000078680,P2P,Grocery,iOS,4G,18,Sunday,1
TXN0000078694,P2M,Other,Android,WiFi,0,Friday,0
TXN0000078745,P2M,Food,Android,5G,15,Sunday,1
TXN0000078751,P2P,Other,Android,4G,16,Tuesday,0
TXN0000079075,Bill Payment,Entertainment,Web,4G,18,Saturday,1
TXN0000079082,Bill Payment,Grocery,Web,4G,19,Friday,0
TXN0000079599,P2P,Other,Android,4G,13,Monday,0
TXN0000079615,P2M,Grocery,Android,4G,17,Thursday,0
TXN0000079641,P2M,Food,iOS,5G,1,Friday,0
TXN0000079696,P2M,Grocery,Android,4G,17,Saturday,1
TXN0000079716,Bill Payment,Grocery,Android,5G,20,Monday,0
TXN0000079849,P2P,Transport,Android,4G,21,Wednesday,0
TXN0000079880,Bill Payment,Food,Android,4G,17,Saturday,1
TXN0000079891,P2M,Fuel,Android,5G,21,Saturday,1
TXN0000080030,P2P,Utilities,iOS,4G,11,Sunday,1
TXN0000080046,P2M,Other,Android,4G,16,Tuesday,0
TXN0000080262,P2P,Food,Android,4G,14,Thursday,0
TXN0000080322,P2M,Other,Android,WiFi,20,Thursday,0
TXN0000080327,P2M,Utilities,Android,4G,1,Thursday,0
TXN0000080343,P2P,Entertainment,Android,4G,0,Tuesday,0
TXN0000080372,P2M,Grocery,Web,5G,7,Thursday,0
TXN0000080414,P2P,Grocery,iOS,4G,17,Sunday,1
TXN0000080424,P2M,Healthcare,iOS,4G,11,Sunday,1
TXN0000080722,P2P,Utilities,iOS,4G,18,Tuesday,0
TXN0000080915,P2P,Fuel,Android,4G,12,Monday,0
TXN0000081019,Bill Payment,Grocery,Android,4G,17,Thursday,0
TXN0000081064,P2P,Food,Web,4G,18,Saturday,1
TXN0000081229,P2P,Entertainment,Android,5G,17,Sunday,1
TXN0000081276,P2P,Other,Android,4G,14,Tuesday,0
TXN0000081290,P2M,Grocery,Android,4G,20,Monday,0
TXN0000081374,Bill Payment,Entertainment,Android,4G,18,Thursday,0
TXN0000081621,P2P,Food,Android,4G,10,Monday,0
TXN0000081628,P2P,Entertainment,Android,4G,18,Thursday,0
TXN0000081908,P2M,Food,Android,5G,17,Saturday,1
TXN0000081910,P2P,Food,Android,4G,17,Thursday,0
TXN0000081916,P2M,Fuel,Android,4G,10,Monday,0
TXN0000082078,P2P,Entertainment,Android,4G,8,Thursday,0
TXN0000082091,P2M,Food,Android,WiFi,10,Monday,0
TXN0000082576,Bill Payment,Other,Android,WiFi,12,Friday,0
TXN0000082725,Recharge,Entertainment,Android,3G,22,Wednesday,0
TXN0000082777,P2P,Transport,Android,WiFi,16,Wednesday,0
TXN0000082859,P2P,Grocery,Android,WiFi,10,Wednesday,0
TXN0000082976,P2P,Transport,Android,4G,20,Friday,0
TXN0000083117,Bill Payment,Other,iOS,4G,12,Saturday,1
TXN0000083466,P2M,Shopping,iOS,4G,10,Thursday,0
TXN0000083564,P2P,Grocery,Android,4G,21,Friday,0
TXN0000083580,P2P,Other,Android,4G,20,Sunday,1
TXN0000083595,P2M,Grocery,iOS,4G,18,Sunday,1
TXN0000083868,P2M,Entertainment,Android,5G,11,Saturday,1
TXN0000084047,P2M,Fuel,Android,4G,15,Monday,0
TXN0000084309,P2P,Entertainment,Android,4G,13,Tuesday,0
TXN0000084418,P2M,Grocery,Android,4G,20,Wednesday,0
TXN0000084505,P2P,Fuel,Android,4G,16,Sunday,1
TXN0000084553,P2P,Shopping,Web,5G,7,Tuesday,0
TXN0000084559,P2P,Other,Android,4G,10,Friday,0
TXN0000085065,P2M,Food,Android,5G,12,Thursday,0
TXN0000085240,P2M,Other,Android,4G,8,Monday,0
TXN0000085409,P2P,Grocery,Android,4G,21,Friday,0
TXN0000085430,P2M,Food,Web,4G,11,Thursday,0
TXN0000085485,P2P,Education,Android,4G,12,Wednesday,0
TXN0000085711,Recharge,Grocery,Web,5G,19,Thursday,0
TXN0000085781,P2P,Fuel,Android,4G,19,Saturday,1
TXN0000085851,P2P,Fuel,Android,4G,21,Wednesday,0
TXN0000085893,P2M,Transport,Android,WiFi,18,Friday,0
TXN0000086251,P2M,Grocery,iOS,5G,10,Wednesday,0
TXN0000086283,P2P,Fuel,Android,4G,16,Tuesday,0
TXN0000086439,P2M,Shopping,Android,4G,22,Saturday,1
TXN0000086585,P2P,Shopping,Android,4G,22,Saturday,1
TXN0000086633,P2P,Fuel,Android,4G,8,Saturday,1
TXN0000086911,P2M,Healthcare,Android,5G,12,Sunday,1
TXN0000086934,Bill Payment,Food,Android,4G,13,Friday,0
TXN0000086954,Bill Payment,Entertainment,Android,4G,6,Friday,0
TXN0000087069,P2P,Fuel,Android,WiFi,18,Thursday,0
TXN0000087193,P2P,Entertainment,Android,4G,7,Friday,0
TXN0000087409,Bill Payment,Food,Android,4G,14,Friday,0
TXN0000087414,P2P,Entertainment,iOS,3G,11,Thursday,0
TXN0000087569,Bill Payment,Food,iOS,4G,18,Wednesday,0
TXN0000087840,Bill Payment,Transport,Android,4G,18,Saturday,1
TXN0000087895,P2M,Food,Android,5G,18,Wednesday,0
TXN0000087929,P2P,Grocery,Android,4G,15,Wednesday,0
TXN0000087998,P2M,Food,Android,5G,14,Saturday,1
TXN0000088058,P2M,Other,Android,4G,22,Sunday,1
TXN0000088227,P2M,Grocery,Android,4G,21,Sunday,1
TXN0000088288,P2M,Entertainment,Android,5G,10,Monday,0
TXN0000088687,Bill Payment,Fuel,Android,4G,18,Thursday,0
TXN0000088690,P2P,Healthcare,Web,3G,14,Sunday,1
TXN0000088897,P2M,Food,Web,4G,22,Tuesday,0
TXN0000089086,P2P,Transport,Android,4G,21,Friday,0
TXN0000090063,P2P,Utilities,iOS,5G,16,Monday,0
TXN0000090120,P2M,Other,Android,4G,11,Sunday,1
TXN0000090399,P2M,Food,Android,4G,11,Wednesday,0
TXN0000090435,P2P,Fuel,Android,5G,14,Monday,0
TXN0000090460,P2P,Other,Android,4G,17,Sunday,1
TXN0000090496,P2P,Fuel,Android,5G,13,Sunday,1
TXN0000090522,P2P,Transport,iOS,4G,8,Thursday,0
TXN0000090532,P2M,Fuel,Android,4G,10,Sunday,1
TXN0000090938,P2P,Food,Android,4G,7,Saturday,1
TXN0000091136,P2P,Other,Android,5G,13,Friday,0
TXN0000091189,P2P,Entertainment,iOS,4G,18,Tuesday,0
TXN0000091244,Recharge,Utilities,Android,4G,9,Monday,0
TXN0000091342,Bill Payment,Grocery,Android,4G,11,Monday,0
TXN0000091446,P2M,Food,Android,4G,14,Thursday,0
TXN0000091528,P2M,Entertainment,Web,4G,11,Friday,0
TXN0000092030,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000092102,P2M,Utilities,Android,5G,10,Monday,0
TXN0000092258,P2P,Shopping,iOS,4G,18,Thursday,0
TXN0000092315,P2M,Other,Web,5G,16,Tuesday,0
TXN0000092499,P2P,Fuel,Android,5G,8,Tuesday,0
TXN0000092553,Bill Payment,Grocery,iOS,4G,23,Wednesday,0
TXN0000092773,P2P,Food,Android,3G,22,Monday,0
TXN0000092827,P2P,Other,Android,4G,19,Tuesday,0
TXN0000092991,P2M,Utilities,Android,4G,21,Sunday,1
TXN0000093085,P2M,Grocery,iOS,4G,19,Friday,0
TXN0000093236,P2P,Shopping,Android,4G,20,Tuesday,0
TXN0000093495,P2P,Grocery,Android,4G,17,Sunday,1
TXN0000093542,P2P,Grocery,Android,WiFi,20,Saturday,1
TXN0000093560,P2M,Healthcare,Android,4G,12,Wednesday,0
TXN0000093626,Bill Payment,Other,Android,4G,17,Tuesday,0
TXN0000093640,P2P,Other,Android,5G,17,Friday,0
TXN0000093833,Bill Payment,Education,Android,3G,9,Saturday,1
TXN0000093934,P2M,Education,Android,5G,20,Sunday,1
TXN0000093971,P2P,Healthcare,Android,4G,20,Friday,0
TXN0000093978,Bill Payment,Other,Android,4G,10,Saturday,1
TXN0000094061,P2M,Transport,iOS,4G,17,Tuesday,0
TXN0000094389,P2P,Food,Android,4G,20,Tuesday,0
TXN0000094571,P2P,Grocery,Android,4G,14,Thursday,0
TXN0000094605,P2P,Grocery,Android,5G,19,Wednesday,0
TXN0000094694,P2M,Food,Android,4G,22,Saturday,1
TXN0000094843,P2P,Fuel,Android,4G,14,Thursday,0
TXN0000094886,P2P,Shopping,Android,4G,14,Tuesday,0
TXN0000095059,P2P,Utilities,Android,4G,7,Friday,0
TXN0000095207,P2P,Food,Web,4G,9,Monday,0
TXN0000095487,Bill Payment,Healthcare,Android,4G,5,Saturday,1
TXN0000095817,Bill Payment,Grocery,Android,4G,10,Tuesday,0
TXN0000095829,P2P,Shopping,Android,4G,9,Thursday,0
TXN0000096269,P2M,Entertainment,Android,5G,13,Friday,0
TXN0000096338,P2M,Healthcare,Android,4G,23,Monday,0
TXN0000096390,P2P,Grocery,Web,4G,16,Thursday,0
TXN0000096408,P2P,Grocery,Web,4G,12,Tuesday,0
TXN0000096796,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000096861,P2P,Other,Android,4G,11,Sunday,1
TXN0000096939,P2M,Fuel,Android,4G,13,Wednesday,0
TXN0000097134,P2P,Food,Android,5G,22,Thursday,0
TXN0000097150,P2M,Fuel,Web,5G,17,Sunday,1
TXN0000097281,Recharge,Utilities,Android,4G,12,Wednesday,0
TXN0000097391,P2M,Entertainment,Android,WiFi,9,Tuesday,0
TXN0000097402,Bill Payment,Shopping,iOS,5G,20,Thursday,0
TXN0000097417,P2M,Entertainment,iOS,5G,7,Sunday,1
TXN0000097610,P2P,Utilities,Android,4G,19,Thursday,0
TXN0000097647,P2P,Fuel,Android,3G,18,Sunday,1
TXN0000097653,P2M,Grocery,Android,5G,17,Saturday,1
TXN0000097857,P2P,Shopping,iOS,5G,14,Tuesday,0
TXN0000097924,P2P,Utilities,Android,4G,18,Saturday,1
TXN0000098056,P2M,Other,iOS,5G,19,Tuesday,0
TXN0000098106,P2M,Utilities,Android,5G,22,Tuesday,0
TXN0000098165,P2P,Entertainment,iOS,4G,13,Saturday,1
TXN0000098243,P2P,Healthcare,Android,4G,20,Friday,0
TXN0000098411,Bill Payment,Transport,iOS,4G,19,Thursday,0
TXN0000098450,P2P,Grocery,Android,3G,18,Tuesday,0
TXN0000098856,P2P,Grocery,Android,4G,18,Wednesday,0
TXN0000099001,P2M,Utilities,Android,5G,20,Thursday,0
TXN0000099041,P2P,Fuel,Android,4G,20,Sunday,1
TXN0000099322,P2M,Other,Android,4G,22,Tuesday,0
TXN0000099368,Bill Payment,Grocery,iOS,4G,21,Wednesday,0
TXN0000099480,P2M,Utilities,iOS,4G,2,Monday,0
TXN0000099545,P2P,Fuel,Android,5G,21,Sunday,1
TXN0000099639,P2M,Utilities,Android,WiFi,20,Monday,0
TXN0000099905,P2M,Shopping,Android,4G,14,Friday,0
TXN0000099947,P2P,Shopping,Android,4G,16,Friday,0
TXN0000099982,P2P,Food,Android,WiFi,8,Saturday,1
TXN0000100003,P2P,Grocery,Android,4G,15,Saturday,1
TXN0000100203,Bill Payment,Other,Web,WiFi,19,Tuesday,0
TXN0000100241,Bill Payment,Grocery,iOS,4G,20,Friday,0
TXN0000100257,P2M,Education,Android,4G,20,Thursday,0
TXN0000100313,P2P,Grocery,Android,4G,19,Saturday,1
TXN0000100380,P2M,Food,Android,4G,14,Monday,0
TXN0000100474,P2P,Grocery,Android,5G,13,Thursday,0
TXN0000100604,P2P,Grocery,Android,WiFi,17,Monday,0
TXN0000100863,P2M,Utilities,Android,3G,16,Tuesday,0
TXN0000101012,P2P,Education,Android,4G,12,Sunday,1
TXN0000101037,P2M,Shopping,Android,4G,9,Saturday,1
TXN0000101079,P2P,Grocery,Android,4G,18,Wednesday,0
TXN0000101204,P2M,Education,Android,4G,12,Friday,0
TXN0000101233,P2P,Other,Android,4G,11,Monday,0
TXN0000101252,Recharge,Transport,Android,4G,10,Saturday,1
TXN0000101328,P2M,Entertainment,Android,5G,21,Wednesday,0
TXN0000101442,P2M,Utilities,Android,5G,10,Tuesday,0
TXN0000101574,P2M,Grocery,iOS,4G,20,Wednesday,0
TXN0000101688,P2P,Healthcare,Android,5G,8,Friday,0
TXN0000101823,P2M,Utilities,Android,5G,16,Sunday,1
TXN0000101950,P2M,Grocery,Web,4G,15,Thursday,0
TXN0000102070,P2P,Transport,Android,5G,13,Thursday,0
TXN0000102470,P2M,Grocery,iOS,4G,16,Saturday,1
TXN0000102515,P2P,Entertainment,Android,4G,18,Monday,0
TXN0000102873,P2M,Other,Android,5G,14,Friday,0
TXN0000103297,Bill Payment,Other,Android,WiFi,7,Friday,0
TXN0000103360,P2P,Transport,iOS,WiFi,4,Sunday,1
TXN0000103388,Bill Payment,Transport,Android,4G,19,Saturday,1
TXN0000103480,P2P,Fuel,iOS,4G,19,Monday,0
TXN0000103616,P2M,Food,Android,5G,19,Wednesday,0
TXN0000103774,Bill Payment,Food,iOS,4G,22,Monday,0
TXN0000103784,Bill Payment,Grocery,Web,5G,9,Tuesday,0
TXN0000103996,P2M,Fuel,Android,4G,22,Sunday,1
TXN0000104023,P2M,Healthcare,Android,WiFi,17,Friday,0
TXN0000104040,P2P,Transport,Android,4G,22,Sunday,1
TXN0000104099,P2M,Utilities,iOS,4G,18,Monday,0
TXN0000104368,Bill Payment,Shopping,Android,4G,8,Tuesday,0
TXN0000104668,P2P,Grocery,iOS,5G,15,Monday,0
TXN0000104683,P2P,Fuel,Android,4G,12,Friday,0
TXN0000104741,Recharge,Grocery,iOS,4G,18,Friday,0
TXN0000104834,P2P,Other,Android,4G,11,Friday,0
TXN0000104838,P2P,Entertainment,Android,4G,1,Saturday,1
TXN0000104854,P2P,Utilities,Android,4G,13,Thursday,0
TXN0000104911,P2M,Grocery,Android,4G,17,Sunday,1
TXN0000104944,P2P,Fuel,Android,WiFi,17,Thursday,0
TXN0000105002,Bill Payment,Shopping,Android,4G,21,Monday,0
TXN0000105084,Recharge,Fuel,Android,4G,14,Saturday,1
TXN0000105305,P2M,Entertainment,Android,4G,21,Friday,0
TXN0000105324,P2M,Food,iOS,4G,14,Sunday,1
TXN0000105380,P2M,Grocery,Android,4G,16,Monday,0
TXN0000105884,P2P,Utilities,Android,WiFi,18,Tuesday,0
TXN0000106093,P2M,Transport,Android,4G,20,Sunday,1
TXN0000106242,Recharge,Food,Android,4G,23,Tuesday,0
TXN0000106249,P2P,Grocery,Android,4G,11,Saturday,1
TXN0000106424,P2P,Food,Android,4G,9,Friday,0
TXN0000106476,Bill Payment,Grocery,Android,4G,19,Friday,0
TXN0000106495,P2P,Shopping,Android,WiFi,13,Sunday,1
TXN0000106799,P2P,Transport,Android,5G,6,Wednesday,0
TXN0000106965,P2M,Grocery,Android,5G,8,Sunday,1
TXN0000107209,Bill Payment,Healthcare,Android,4G,22,Saturday,1
