transaction_id,timestamp,amount,transaction_status,fraud_flag,user_id,receiver_id
TXN0000058338,2024-02-21 21:30:19,1135,SUCCESS,0,30,9
TXN0000145204,2024-06-19 09:59:20,6778,SUCCESS,0,42,4
TXN0000040533,2024-11-16 16:47:14,139,SUCCESS,0,133,28
TXN0000106093,2024-03-31 20:59:12,84,SUCCESS,0,87,38
TXN0000187187,2024-05-03 22:27:41,148,SUCCESS,0,175,22
TXN0000042889,2024-03-14 11:43:16,270,SUCCESS,0,138,8
TXN0000080915,2024-04-01 12:57:20,1621,SUCCESS,0,379,1
TXN0000015396,2024-11-08 07:45:00,1361,SUCCESS,0,123,3
TXN0000166481,2024-03-10 15:48:11,187,SUCCESS,0,55,24
TXN0000048349,2024-04-09 18:31:34,663,SUCCESS,0,322,21
TXN0000004511,2024-01-15 13:09:26,439,SUCCESS,0,123,5
TXN0000153052,2024-02-01 22:09:14,1130,FAILED,0,143,10
TXN0000186121,2024-05-09 17:42:35,2123,SUCCESS,0,17,1
TXN0000103774,2024-05-13 22:51:18,70,SUCCESS,0,93,8
TXN0000160872,2024-12-05 16:08:02,614,SUCCESS,0,231,13
TXN0000168765,2024-08-13 18:23:25,1642,SUCCESS,0,42,28
TXN0000222730,2024-09-17 17:54:42,1915,SUCCESS,0,220,17
TXN0000163114,2024-08-01 00:18:33,403,SUCCESS,0,298,1
TXN0000184147,2024-11-25 06:50:43,1083,SUCCESS,0,289,1
TXN0000229286,2024-08-04 21:58:30,5298,SUCCESS,0,236,5
TXN0000090532,2024-11-24 10:27:46,351,SUCCESS,0,250,16
TXN0000134076,2024-06-30 11:05:00,457,SUCCESS,0,55,17
TXN0000049715,2024-02-24 07:26:38,723,FAILED,0,301,3
TXN0000228360,2024-07-16 01:36:41,498,SUCCESS,0,276,1
TXN0000167325,2024-12-12 13:44:39,298,SUCCESS,0,6,32
TXN0000049312,2024-06-08 18:36:32,98,FAILED,0,376,17
TXN0000039580,2024-08-25 13:00:19,2405,SUCCESS,0,14,37
TXN0000030382,2024-10-02 07:32:36,382,SUCCESS,0,216,4
TXN0000243873,2024-05-18 21:20:57,197,SUCCESS,0,159,17
TXN0000036852,2024-12-11 19:05:20,2994,SUCCESS,0,120,22
TXN0000248584,2024-04-03 20:23:38,3404,SUCCESS,0,158,2
TXN0000062048,2024-11-22 19:22:22,173,SUCCESS,0,383,7
TXN0000060746,2024-04-06 12:52:34,1112,SUCCESS,0,339,2
TXN0000086585,2024-03-16 22:10:41,1525,SUCCESS,0,128,27
TXN0000216275,2024-09-20 15:17:52,2147,SUCCESS,0,320,2
TXN0000187861,2024-03-28 18:52:31,1035,SUCCESS,0,275,16
TXN0000124224,2024-01-07 10:08:56,156,SUCCESS,0,266,10
TXN0000148176,2024-01-12 12:25:41,3889,SUCCESS,0,73,21
TXN0000138997,2024-08-07 11:37:04,147,SUCCESS,0,305,1
TXN0000144805,2024-08-04 21:58:21,325,FAILED,0,137,30
TXN0000226857,2024-04-18 19:33:49,377,SUCCESS,0,302,29
TXN0000039647,2024-09-21 19:17:17,892,SUCCESS,0,153,33
TXN0000011012,2024-05-18 17:27:21,2140,SUCCESS,0,130,17
TXN0000183212,2024-01-21 19:05:16,1993,SUCCESS,0,240,23
TXN0000025555,2024-10-11 18:54:59,463,SUCCESS,0,50,22
TXN0000017979,2024-08-25 09:15:15,97,SUCCESS,0,14,2
TXN0000070356,2024-04-16 12:21:39,285,SUCCESS,0,84,17
TXN0000030968,2024-06-20 17:49:59,3553,SUCCESS,0,278,16
TXN0000109547,2024-07-27 09:14:00,767,SUCCESS,0,135,8
TXN0000100863,2024-04-23 16:55:08,9299,SUCCESS,0,241,5
TXN0000178375,2024-02-05 20:00:59,791,SUCCESS,0,131,22
TXN0000040794,2024-09-27 16:52:47,132,SUCCESS,0,239,9
TXN0000127995,2024-02-22 06:27:15,220,SUCCESS,0,198,17
TXN0000226514,2024-08-23 17:02:11,455,SUCCESS,0,344,14
TXN0000052937,2024-09-21 18:13:16,1374,SUCCESS,0,91,6
TXN0000185670,2024-06-06 21:39:25,260,SUCCESS,0,94,39
TXN0000016281,2024-12-23 12:21:54,8148,SUCCESS,0,124,17
TXN0000071453,2024-06-27 00:00:24,363,SUCCESS,0,175,10
TXN0000227082,2024-06-13 12:54:44,1957,SUCCESS,0,55,27
TXN0000245062,2024-05-08 17:55:52,1343,SUCCESS,0,11,2
TXN0000039937,2024-11-12 18:02:29,3022,SUCCESS,0,120,29
TXN0000081229,2024-12-29 17:00:20,537,SUCCESS,0,200,32
TXN0000198702,2024-04-18 12:31:52,1469,SUCCESS,0,50,27
TXN0000056256,2024-10-29 12:53:35,768,SUCCESS,0,159,23
TXN0000191123,2024-04-13 11:54:45,1516,SUCCESS,0,104,22
TXN0000204709,2024-05-15 17:03:05,431,SUCCESS,0,234,22
TXN0000140603,2024-08-30 12:46:36,212,SUCCESS,0,244,24
TXN0000185330,2024-06-04 22:08:01,1811,SUCCESS,0,62,27
TXN0000167540,2024-04-16 08:58:51,60,SUCCESS,0,90,17
TXN0000103784,2024-06-18 09:55:34,3321,SUCCESS,0,41,28
TXN0000087193,2024-08-02 07:59:45,626,SUCCESS,0,65,12
TXN0000118219,2024-10-04 18:34:40,681,SUCCESS,0,206,7
TXN0000085851,2024-08-07 21:33:50,3672,SUCCESS,0,44,1
TXN0000208365,2024-05-12 08:19:33,2508,SUCCESS,0,283,12
TXN0000107623,2024-03-13 10:16:24,49,SUCCESS,0,245,23
TXN0000216294,2024-07-14 09:29:02,1264,SUCCESS,0,273,25
TXN0000006293,2024-05-13 11:57:12,591,SUCCESS,0,157,5
TXN0000121000,2024-02-10 14:58:51,7097,SUCCESS,0,137,37
TXN0000054835,2024-11-20 15:19:48,662,SUCCESS,0,315,2
TXN0000098243,2024-06-28 20:23:22,1178,SUCCESS,0,344,7
TXN0000070297,2024-06-02 19:43:15,7649,SUCCESS,0,115,10
TXN0000106242,2024-03-05 23:00:03,424,SUCCESS,0,242,7
TXN0000204349,2024-03-24 19:20:57,400,SUCCESS,0,276,14
TXN0000086283,2024-06-04 16:38:52,851,SUCCESS,0,112,17
TXN0000224515,2024-07-13 19:14:05,917,SUCCESS,0,15,8
TXN0000247287,2024-11-12 16:11:11,4170,SUCCESS,0,94,23
TXN0000093971,2024-01-19 20:15:25,524,SUCCESS,0,169,9
TXN0000066401,2024-10-26 18:18:29,413,SUCCESS,0,104,13
TXN0000174642,2024-11-17 08:11:24,1916,SUCCESS,0,284,9
TXN0000083580,2024-04-07 20:15:12,283,SUCCESS,0,216,21
TXN0000091189,2024-01-09 18:30:39,578,SUCCESS,0,113,18
TXN0000033204,2024-10-25 10:56:32,716,SUCCESS,0,146,25
TXN0000192298,2024-11-08 15:39:50,1346,SUCCESS,0,82,2
TXN0000084309,2024-04-30 13:15:27,339,SUCCESS,0,45,6
TXN0000023356,2024-04-25 14:41:29,167,SUCCESS,0,234,1
TXN0000060648,2024-11-19 12:56:22,887,SUCCESS,0,116,9
TXN0000164152,2024-08-16 20:52:00,589,SUCCESS,0,131,4
TXN0000225970,2024-06-19 14:24:41,33,SUCCESS,0,179,14
TXN0000213159,2024-01-27 18:28:44,360,SUCCESS,0,102,3
TXN0000170376,2024-02-27 22:18:43,100,SUCCESS,0,31,1
TXN0000077203,2024-05-19 00:01:37,412,SUCCESS,0,108,23
TXN0000039260,2024-07-14 21:40:44,328,SUCCESS,0,20,27
TXN0000225188,2024-02-04 22:13:50,877,SUCCESS,0,134,16
TXN0000151502,2024-04-03 21:57:56,2541,SUCCESS,0,184,23
TXN0000073925,2024-08-22 19:18:43,237,SUCCESS,0,28,5
TXN0000049121,2024-05-21 11:29:10,1185,SUCCESS,0,62,23
TXN0000182428,2024-02-19 18:50:58,389,SUCCESS,0,195,17
TXN0000139585,2024-09-30 07:46:33,4577,SUCCESS,0,64,13
TXN0000106476,2024-08-09 19:53:58,239,SUCCESS,0,236,29
TXN0000029414,2024-10-12 11:00:13,602,SUCCESS,0,39,17
TXN0000137195,2024-05-18 18:38:36,75,SUCCESS,0,141,29
TXN0000017707,2024-08-04 07:50:41,2300,SUCCESS,0,203,4
TXN0000010764,2024-03-24 17:47:41,338,SUCCESS,0,36,15
TXN0000183323,2024-11-16 08:23:50,3389,SUCCESS,0,301,1
TXN0000015068,2024-05-03 10:08:22,3015,SUCCESS,0,115,23
TXN0000212268,2024-04-11 12:14:42,2616,SUCCESS,0,241,2
TXN0000132695,2024-05-09 06:34:38,997,SUCCESS,0,142,6
TXN0000171083,2024-07-08 07:28:09,1224,SUCCESS,0,27,27
TXN0000241997,2024-08-19 22:49:16,3115,SUCCESS,0,230,8
TXN0000048655,2024-11-23 13:13:38,997,SUCCESS,0,101,9
TXN0000014623,2024-06-28 11:16:55,955,SUCCESS,0,87,16
TXN0000235701,2024-06-27 18:42:36,110,SUCCESS,0,14,17
TXN0000233852,2024-02-24 23:26:18,1677,SUCCESS,0,313,18
TXN0000168128,2024-05-06 10:10:38,1550,SUCCESS,0,177,8
TXN0000234723,2024-03-27 18:18:23,1119,SUCCESS,0,245,2
TXN0000080327,2024-11-07 01:21:02,374,SUCCESS,0,53,2
TXN0000020578,2024-11-04 17:31:46,3126,SUCCESS,0,380,1
TXN0000098856,2024-11-20 18:35:30,352,SUCCESS,0,155,28
TXN0000145031,2024-12-26 15:30:54,289,SUCCESS,0,235,24
TXN0000155282,2024-04-08 19:24:19,519,SUCCESS,0,158,19
TXN0000139763,2024-07-20 10:03:54,544,SUCCESS,0,113,28
TXN0000170245,2024-01-10 08:56:39,3481,SUCCESS,0,28,1
TXN0000153320,2024-02-25 13:10:48,8283,SUCCESS,0,315,30
TXN0000110412,2024-07-20 12:24:24,5393,SUCCESS,0,258,17
TXN0000155132,2024-05-21 10:53:29,145,SUCCESS,0,10,25
TXN0000053330,2024-05-29 23:55:06,172,SUCCESS,0,135,25
TXN0000209736,2024-03-20 10:08:09,339,SUCCESS,0,88,9
TXN0000001198,2024-07-28 07:11:55,298,SUCCESS,0,18,31
TXN0000223994,2024-11-05 11:48:50,9115,SUCCESS,0,17,28
TXN0000119670,2024-07-24 07:10:48,2365,SUCCESS,0,199,1
TXN0000043274,2024-05-31 09:25:52,466,SUCCESS,0,116,2
TXN0000079641,2024-04-19 01:35:22,276,SUCCESS,0,231,31
TXN0000055025,2024-12-29 10:10:07,1394,SUCCESS,0,368,24
TXN0000077298,2024-10-19 18:36:27,182,SUCCESS,0,42,17
TXN0000127553,2024-09-12 08:58:19,4174,SUCCESS,0,46,10
TXN0000094389,2024-09-24 20:00:12,971,SUCCESS,0,72,25
TXN0000090522,2024-12-12 08:46:08,309,SUCCESS,0,48,19
TXN0000053618,2024-01-18 12:19:25,602,SUCCESS,0,284,11
TXN0000179533,2024-01-26 20:35:23,398,SUCCESS,0,74,32
TXN0000224638,2024-12-05 13:54:21,326,SUCCESS,0,344,17
TXN0000217057,2024-01-10 19:41:15,323,SUCCESS,0,242,30
TXN0000246426,2024-04-18 18:35:15,411,SUCCESS,0,258,9
TXN0000113637,2024-07-21 19:57:55,2493,SUCCESS,0,197,17
TXN0000104368,2024-06-04 08:51:30,650,SUCCESS,0,108,15
TXN0000241812,2024-10-17 20:01:16,1088,SUCCESS,0,293,24
TXN0000001500,2024-12-25 10:30:36,735,SUCCESS,0,235,1
TXN0000240521,2024-02-08 19:02:01,234,SUCCESS,0,134,29
TXN0000176250,2024-06-15 09:14:46,3061,SUCCESS,0,9,23
TXN0000112358,2024-02-05 14:37:26,353,FAILED,0,33,11
TXN0000101012,2024-09-08 12:31:56,17441,SUCCESS,0,87,7
TXN0000144636,2024-06-14 10:05:50,670,SUCCESS,0,234,11
TXN0000083466,2024-07-11 10:54:34,505,SUCCESS,0,287,24
TXN0000146136,2024-07-25 17:50:08,647,SUCCESS,0,20,8
TXN0000043531,2024-04-18 02:10:38,3870,SUCCESS,0,188,29
TXN0000201505,2024-05-31 17:22:05,1571,SUCCESS,0,179,27
TXN0000155773,2024-09-10 10:33:40,2380,SUCCESS,0,51,17
TXN0000053105,2024-09-11 10:48:36,2720,SUCCESS,0,391,10
TXN0000055625,2024-07-24 18:00:09,1355,SUCCESS,0,177,35
TXN0000223686,2024-10-17 13:43:46,191,SUCCESS,0,57,7
TXN0000070268,2024-05-16 05:32:35,2904,SUCCESS,0,254,27
TXN0000050208,2024-04-28 22:15:20,1367,SUCCESS,0,50,25
TXN0000034482,2024-01-09 18:31:23,1211,SUCCESS,0,113,7
TXN0000236321,2024-05-08 17:36:33,461,SUCCESS,0,252,24
TXN0000087998,2024-02-03 14:06:17,1331,SUCCESS,0,287,9
TXN0000205302,2024-11-16 20:06:44,80,SUCCESS,0,334,9
TXN0000190801,2024-06-05 00:22:19,378,SUCCESS,0,143,10
TXN0000194950,2024-05-29 17:06:15,1205,SUCCESS,0,195,8
TXN0000115340,2024-09-01 19:22:38,1429,SUCCESS,0,55,8
TXN0000166211,2024-08-19 17:41:20,206,SUCCESS,0,207,17
TXN0000216331,2024-01-31 18:15:47,10469,SUCCESS,0,21,17
TXN0000173091,2024-06-15 18:29:23,402,SUCCESS,0,246,17
TXN0000224285,2024-02-17 10:13:23,92,SUCCESS,0,111,36
TXN0000196521,2024-11-12 16:25:13,798,SUCCESS,0,131,22
TXN0000046348,2024-06-12 16:41:20,1299,SUCCESS,0,111,10
TXN0000177752,2024-02-03 10:37:52,2857,FAILED,0,170,8
TXN0000157745,2024-07-10 13:00:32,799,SUCCESS,0,182,28
TXN0000073246,2024-02-17 19:41:26,1626,SUCCESS,0,102,16
TXN0000152676,2024-12-12 21:26:50,1760,SUCCESS,0,235,29
TXN0000144751,2024-09-06 20:47:30,1883,SUCCESS,0,179,10
TXN0000104099,2024-12-16 18:38:25,265,SUCCESS,0,315,24
TXN0000027955,2024-07-27 23:55:59,1481,SUCCESS,0,141,25
TXN0000055971,2024-07-12 18:32:27,4188,SUCCESS,0,70,21
TXN0000027460,2024-12-16 10:25:49,343,SUCCESS,0,257,17
TXN0000162562,2024-04-15 22:30:54,1562,SUCCESS,0,2,29
TXN0000179916,2024-06-07 17:03:25,707,SUCCESS,0,167,6
TXN0000171608,2024-03-21 19:56:34,1855,SUCCESS,0,100,16
TXN0000079075,2024-01-06 18:00:01,113,SUCCESS,0,70,17
TXN0000136317,2024-07-19 23:57:18,2361,SUCCESS,0,281,19
TXN0000016603,2024-12-23 09:56:23,2663,SUCCESS,0,55,3
TXN0000144695,2024-04-12 22:50:00,1654,SUCCESS,0,46,31
TXN0000099905,2024-11-01 14:22:45,382,SUCCESS,0,206,4
TXN0000098450,2024-05-14 18:50:57,208,SUCCESS,0,303,16
TXN0000206736,2024-06-21 11:09:24,1868,SUCCESS,0,45,19
TXN0000135153,2024-07-13 10:43:52,957,SUCCESS,0,39,4
TXN0000216478,2024-08-11 07:37:22,1269,SUCCESS,0,327,25
TXN0000158799,2024-06-15 18:58:19,612,SUCCESS,0,43,19
TXN0000174776,2024-10-26 20:46:58,242,SUCCESS,0,82,10
TXN0000131771,2024-09-23 12:52:12,529,FAILED,0,51,22
TXN0000058299,2024-05-14 19:58:56,214,SUCCESS,0,39,4
TXN0000156653,2024-01-24 10:18:50,439,SUCCESS,0,337,28
TXN0000025216,2024-03-28 02:17:21,279,SUCCESS,0,236,29
TXN0000157899,2024-04-07 10:42:06,715,SUCCESS,0,366,19
TXN0000120177,2024-09-07 17:53:19,84,SUCCESS,0,344,5
TXN0000131959,2024-07-07 11:52:37,244,SUCCESS,0,191,8
TXN0000130361,2024-09-27 13:45:22,2089,SUCCESS,0,157,25
TXN0000191731,2024-01-07 09:09:17,436,FAILED,0,177,27
TXN0000040420,2024-02-24 18:36:03,44,FAILED,0,242,29
TXN0000068061,2024-09-08 19:16:57,362,SUCCESS,0,264,28
TXN0000230516,2024-06-15 16:04:04,4084,SUCCESS,0,263,4
TXN0000010439,2024-11-22 10:47:02,602,SUCCESS,0,105,17
TXN0000074318,2024-11-03 13:53:21,949,SUCCESS,0,129,1
TXN0000122725,2024-09-13 23:38:53,482,SUCCESS,0,138,29
TXN0000055975,2024-06-24 16:08:19,2113,SUCCESS,0,148,33
TXN0000216675,2024-07-31 15:02:55,2914,SUCCESS,0,206,14
TXN0000091342,2024-03-25 11:59:09,242,SUCCESS,0,123,25
TXN0000012170,2024-08-04 18:53:57,2315,SUCCESS,0,26,19
TXN0000245457,2024-12-09 23:53:31,1550,SUCCESS,0,220,3
TXN0000224545,2024-03-03 18:50:03,195,SUCCESS,0,199,8
TXN0000148322,2024-10-18 12:54:55,128,SUCCESS,0,348,22
TXN0000152598,2024-05-26 17:47:32,2324,SUCCESS,0,47,36
TXN0000065699,2024-03-16 21:00:19,5230,SUCCESS,0,385,17
TXN0000207740,2024-11-10 23:54:20,924,SUCCESS,0,156,5
TXN0000245043,2024-11-29 11:48:26,501,SUCCESS,0,73,9
TXN0000136023,2024-05-27 20:06:49,2795,SUCCESS,0,112,20
TXN0000126633,2024-05-22 18:33:24,4759,SUCCESS,0,190,11
TXN0000025769,2024-09-11 20:56:45,2145,SUCCESS,0,162,25
TXN0000013837,2024-05-09 16:38:22,2050,SUCCESS,0,72,19
TXN0000023318,2024-04-25 15:49:46,87,SUCCESS,0,270,25
TXN0000035158,2024-06-08 13:55:04,159,SUCCESS,0,319,4
TXN0000032435,2024-11-01 19:49:14,519,SUCCESS,0,173,8
TXN0000140733,2024-06-04 06:08:42,1041,SUCCESS,0,200,20
TXN0000201243,2024-02-23 11:09:27,1296,SUCCESS,0,36,21
TXN0000244679,2024-08-29 19:20:53,242,SUCCESS,0,91,40
TXN0000153587,2024-06-11 11:30:38,405,SUCCESS,0,151,2
TXN0000190271,2024-03-04 07:45:41,797,SUCCESS,0,76,17
TXN0000157461,2024-12-27 21:33:04,921,SUCCESS,0,127,22
TXN0000016350,2024-05-11 21:13:34,364,SUCCESS,0,197,32
TXN0000108700,2024-05-24 17:31:01,334,SUCCESS,0,199,7
TXN0000092499,2024-03-12 08:44:09,2548,SUCCESS,0,243,1
TXN0000229442,2024-09-05 20:25:31,185,SUCCESS,0,131,3
TXN0000109061,2024-11-12 23:27:31,283,SUCCESS,0,231,15
TXN0000079696,2024-04-13 17:07:11,1632,SUCCESS,0,12,22
TXN0000240597,2024-01-05 12:55:40,460,SUCCESS,0,48,9
TXN0000026044,2024-10-29 06:07:25,3344,SUCCESS,0,390,23
TXN0000067045,2024-09-11 07:58:01,2969,SUCCESS,0,336,20
TXN0000092102,2024-12-09 10:28:22,1232,SUCCESS,0,170,7
TXN0000054550,2024-02-26 20:00:53,560,SUCCESS,0,261,36
TXN0000237243,2024-02-02 21:24:40,439,SUCCESS,0,260,22
TXN0000164684,2024-07-26 00:20:06,545,SUCCESS,0,60,16
TXN0000164500,2024-08-07 20:16:53,1339,SUCCESS,0,191,21
TXN0000023241,2024-06-28 17:50:35,1100,SUCCESS,0,131,12
TXN0000015126,2024-06-14 13:15:49,137,SUCCESS,0,120,27
TXN0000246415,2024-05-09 12:15:30,3413,SUCCESS,0,217,15
TXN0000090496,2024-05-12 13:52:31,915,SUCCESS,0,304,29
TXN0000119954,2024-12-08 09:47:40,581,FAILED,0,134,8
TXN0000221508,2024-03-05 11:00:30,847,SUCCESS,0,217,17
TXN0000034692,2024-05-06 21:48:51,800,SUCCESS,0,243,16
TXN0000001186,2024-11-08 09:54:28,220,SUCCESS,0,175,16
TXN0000039899,2024-01-05 16:00:18,1228,SUCCESS,0,314,23
TXN0000045555,2024-08-10 21:46:47,149,SUCCESS,0,173,23
TXN0000039422,2024-08-25 18:01:11,268,SUCCESS,0,117,28
TXN0000090399,2024-05-22 11:15:49,613,SUCCESS,0,314,26
TXN0000244678,2024-09-09 06:04:03,2991,SUCCESS,0,114,17
TXN0000079082,2024-01-12 19:30:59,206,SUCCESS,0,65,21
TXN0000066722,2024-09-07 17:59:55,13859,FAILED,0,62,24
TXN0000177729,2024-08-22 20:34:33,920,SUCCESS,0,265,12
TXN0000135705,2024-11-03 21:39:46,1722,SUCCESS,0,87,8
TXN0000000796,2024-12-08 08:08:09,321,SUCCESS,0,134,1
TXN0000003695,2024-06-19 13:15:11,591,SUCCESS,0,22,19
TXN0000128554,2024-10-30 00:41:54,733,SUCCESS,0,76,6
TXN0000138413,2024-05-21 21:05:15,453,SUCCESS,0,45,19
TXN0000084559,2024-08-16 10:03:45,3641,SUCCESS,0,260,5
TXN0000145903,2024-11-29 12:35:27,535,SUCCESS,0,31,29
TXN0000216244,2024-07-16 07:11:19,334,SUCCESS,0,151,23
TXN0000230929,2024-08-28 20:47:02,3462,SUCCESS,0,330,10
TXN0000026491,2024-06-01 04:29:51,460,SUCCESS,0,392,38
TXN0000149977,2024-04-10 19:15:12,351,SUCCESS,0,55,17
TXN0000078745,2024-02-25 15:19:23,378,SUCCESS,0,203,2
TXN0000017968,2024-09-24 19:51:51,77,SUCCESS,0,20,21
TXN0000053300,2024-07-10 16:21:29,147,SUCCESS,0,62,5
TXN0000014709,2024-09-20 02:38:33,264,SUCCESS,0,136,7
TXN0000178884,2024-09-25 15:44:09,8570,SUCCESS,0,218,4
TXN0000104911,2024-09-01 17:55:05,286,SUCCESS,0,61,24
TXN0000109632,2024-01-30 23:31:56,209,SUCCESS,0,15,23
TXN0000148940,2024-05-16 15:43:16,576,SUCCESS,0,200,6
TXN0000046111,2024-04-06 12:16:24,243,SUCCESS,0,54,23
TXN0000043458,2024-10-02 16:00:58,3162,SUCCESS,0,245,17
TXN0000095207,2024-01-15 09:28:08,118,SUCCESS,0,45,12
TXN0000077444,2024-05-28 18:53:06,193,SUCCESS,0,58,1
TXN0000249382,2024-08-24 12:07:48,880,SUCCESS,0,18,17
TXN0000243239,2024-11-14 16:28:47,818,SUCCESS,0,153,11
TXN0000036962,2024-09-19 02:54:05,396,SUCCESS,0,236,27
TXN0000082859,2024-01-17 10:36:54,444,SUCCESS,0,170,12
TXN0000070138,2024-12-06 11:26:19,2418,SUCCESS,0,272,10
TXN0000141998,2024-11-05 09:13:10,4811,SUCCESS,0,18,16
TXN0000055772,2024-09-16 08:28:11,3100,SUCCESS,0,81,23
TXN0000080424,2024-10-13 11:28:52,174,SUCCESS,0,242,17
TXN0000018382,2024-11-24 18:02:02,661,SUCCESS,0,217,1
TXN0000170859,2024-09-14 17:01:43,1917,SUCCESS,0,191,30
TXN0000115700,2024-09-19 19:48:10,260,SUCCESS,0,93,17
TXN0000248408,2024-01-15 17:31:11,1423,SUCCESS,0,21,17
TXN0000028242,2024-11-30 18:21:17,114,SUCCESS,0,165,11
TXN0000128108,2024-11-30 17:42:30,829,SUCCESS,0,269,15
TXN0000096796,2024-07-13 17:17:55,884,SUCCESS,0,73,10
TXN0000006577,2024-07-11 10:08:50,452,SUCCESS,0,2,4
TXN0000008940,2024-11-02 22:21:36,219,SUCCESS,0,14,4
TXN0000022734,2024-09-20 18:52:11,1017,SUCCESS,0,137,29
TXN0000060036,2024-12-21 20:37:36,1154,SUCCESS,0,65,18
TXN0000132462,2024-09-26 12:12:45,771,SUCCESS,0,100,1
TXN0000135229,2024-06-08 06:20:33,527,SUCCESS,0,136,1
TXN0000196388,2024-05-26 16:34:51,364,SUCCESS,0,302,16
TXN0000075106,2024-02-06 18:19:34,1238,FAILED,0,221,29
TXN0000189845,2024-09-07 08:54:24,1707,SUCCESS,0,124,38
TXN0000001636,2024-01-27 12:29:01,579,FAILED,0,191,28
TXN0000012119,2024-01-28 12:22:33,218,SUCCESS,0,217,24
TXN0000161857,2024-06-28 08:24:18,2037,SUCCESS,0,149,1
TXN0000072209,2024-06-12 14:11:35,343,SUCCESS,0,30,5
TXN0000141647,2024-04-27 02:43:39,113,SUCCESS,0,64,27
TXN0000100241,2024-08-23 20:14:23,1186,SUCCESS,0,167,9
TXN0000242889,2024-06-14 04:28:04,2187,SUCCESS,0,96,38
TXN0000104683,2024-08-16 12:32:56,623,SUCCESS,0,55,7
TXN0000046342,2024-09-23 16:37:56,384,SUCCESS,0,3,3
TXN0000101574,2024-11-13 20:31:35,1757,SUCCESS,0,265,24
TXN0000000257,2024-12-09 09:53:40,173,SUCCESS,0,51,5
TXN0000150897,2024-10-05 21:02:45,343,SUCCESS,0,340,9
TXN0000057359,2024-11-23 21:21:49,863,SUCCESS,0,266,6
TXN0000235680,2024-10-09 20:37:32,3343,SUCCESS,0,122,21
TXN0000088058,2024-05-26 22:46:22,915,SUCCESS,1,300,8
TXN0000225997,2024-08-21 09:59:22,287,SUCCESS,0,282,8
TXN0000134232,2024-03-02 09:00:21,729,SUCCESS,0,153,16
TXN0000244434,2024-10-10 15:33:51,367,SUCCESS,0,192,27
TXN0000094886,2024-01-16 14:21:06,160,SUCCESS,0,256,37
TXN0000042782,2024-01-11 09:47:50,408,SUCCESS,0,219,15
TXN0000062548,2024-11-10 20:54:06,681,SUCCESS,0,133,7
TXN0000232370,2024-01-05 14:50:01,217,SUCCESS,0,87,12
TXN0000247505,2024-02-27 09:50:50,498,SUCCESS,0,149,23
TXN0000156532,2024-12-17 12:21:55,264,SUCCESS,0,111,1
TXN0000231894,2024-04-05 09:36:54,117,SUCCESS,0,31,35
TXN0000055303,2024-06-07 19:16:55,550,SUCCESS,0,91,11
TXN0000130212,2024-04-20 20:13:28,156,SUCCESS,0,135,23
TXN0000193550,2024-03-20 08:59:47,442,SUCCESS,0,64,24
TXN0000227364,2024-09-14 17:23:36,412,SUCCESS,0,320,23
TXN0000100380,2024-05-06 14:31:37,727,SUCCESS,0,102,24
TXN0000043688,2024-11-12 09:19:47,52,SUCCESS,0,36,17
TXN0000173720,2024-10-30 17:25:01,124,SUCCESS,0,141,9
TXN0000153981,2024-12-25 21:55:54,811,SUCCESS,0,256,9
TXN0000188072,2024-02-11 17:56:17,795,SUCCESS,0,94,1
TXN0000248027,2024-11-27 13:24:09,1798,SUCCESS,0,149,16
TXN0000055392,2024-07-07 19:44:12,370,SUCCESS,0,148,22
TXN0000104944,2024-12-05 17:56:34,2963,SUCCESS,0,104,27
TXN0000244039,2024-10-20 19:27:47,3890,SUCCESS,0,291,38
TXN0000191301,2024-09-06 21:35:19,1422,SUCCESS,0,4,9
TXN0000204137,2024-06-07 19:22:40,895,SUCCESS,0,126,31
TXN0000081019,2024-03-28 17:51:42,1303,FAILED,0,139,2
TXN0000196976,2024-03-09 12:17:34,5375,SUCCESS,0,130,2
TXN0000070901,2024-10-19 11:30:24,756,SUCCESS,0,225,9
TXN0000092315,2024-01-16 16:34:50,804,SUCCESS,0,216,3
TXN0000050551,2024-05-24 07:11:28,5979,SUCCESS,0,64,11
TXN0000182028,2024-01-29 23:31:30,819,SUCCESS,0,61,4
TXN0000148222,2024-07-23 17:39:53,210,SUCCESS,0,289,17
TXN0000162663,2024-02-18 14:28:23,7900,SUCCESS,0,192,27
TXN0000246472,2024-07-04 22:20:16,753,SUCCESS,0,4,23
TXN0000052031,2024-01-29 06:44:33,213,FAILED,0,102,1
TXN0000029465,2024-03-24 19:43:15,841,SUCCESS,0,164,4
TXN0000049406,2024-06-30 11:52:16,567,SUCCESS,0,254,16
TXN0000157437,2024-11-05 12:44:42,333,SUCCESS,0,80,22
TXN0000204497,2024-05-23 09:47:55,1415,SUCCESS,0,149,22
TXN0000122740,2024-06-19 19:54:20,93,SUCCESS,0,387,7
TXN0000080372,2024-01-11 07:03:14,263,SUCCESS,0,25,3
TXN0000122599,2024-08-28 17:28:46,842,SUCCESS,0,320,6
TXN0000193038,2024-09-26 04:39:46,1156,SUCCESS,0,88,9
TXN0000169970,2024-04-19 17:35:07,208,SUCCESS,0,318,4
TXN0000170627,2024-11-23 15:08:41,5238,SUCCESS,0,26,5
TXN0000051514,2024-06-12 16:12:49,323,SUCCESS,0,365,9
